date,open,high,low,close,adj_close,volume,mms_15,mms_30,mms_compra,mms_venda,mme_50,mme_200,mme_200_adj_120,mme_200_adj_80,prox_mme_adj,bb_upper,bb_central,bb_lower,bb_band_dist,bb_sobrecomprada,bb_sobrevendida,ifr,ifr_sobrecomprada,ifr_sobrevendida,macd,macd_sinal,macd_hist,macd_alta,macd_baixa,%_k,%D,dema,momentum,roc
2000-02-04,5.5879998207092285,5.5879998207092285,5.5879998207092285,5.5879998207092285,2.035066604614258,21199360000,5.2736666361490885,,0,0,,,,,,5.604363392350406,5.3200499534606935,5.035736514570981,0.5833988670154862,0,0,52.21233874214492,0,0,,,,0,0,99.99999999999999,84.40858767838121,,0.3880000114440918,7.4615389553047695
2000-02-07,5.625,5.625,5.625,5.625,2.0485424995422363,20613120000,5.29279998143514,,0,0,,,,,,5.607473355535584,5.32064995765686,5.033826559778136,0.5885491941901148,1,0,53.82179502756965,0,0,,,,0,0,99.99999999999999,97.75984939474615,,0.46199989318847656,8.948283626393149
2000-02-08,5.75,5.75,5.75,5.75,2.094064950942993,31498240000,5.318599987030029,,0,0,,,,,,5.671468088464894,5.334399962425232,4.9973318363855705,0.6916492009892234,1,0,58.862509228652996,0,0,,,,0,0,99.99999999999999,100.0,,0.5869998931884766,11.369356595868553
2000-02-09,5.625,5.625,5.625,5.625,2.0485424995422363,15600640000,5.3385999997456866,,0,0,,,,,,5.696304953922839,5.341499972343445,4.98669499076405,0.7280444606248584,0,0,52.67081183356609,0,0,,,,0,0,86.11111994142323,95.37037331380775,,0.40000009536743164,7.6555043572878345
2000-02-10,5.4629998207092285,5.4629998207092285,5.4629998207092285,5.4629998207092285,1.989542841911316,18600960000,5.3485999743143715,,0,0,,,,,,5.707000205035268,5.348399972915649,4.98979974079603,0.7358321504148314,0,0,45.928032348350776,0,0,,,,0,0,52.77778660808989,79.62963551650437,,0.27499961853027344,5.300686349525852
2000-02-11,5.288000106811523,5.288000106811523,5.288000106811523,5.288000106811523,1.925810933113098,25297920000,5.354466660817464,5.401533301671346,0,0,,,,,,5.701500127850138,5.342799973487854,4.9840998191255705,0.7360371865306337,0,0,39.974693360255465,0,0,,,,0,0,19.444453274756558,52.777786608089905,,0.09999990463256836,1.9275231444780605
2000-02-14,5.2129998207092285,5.2129998207092285,5.2129998207092285,5.2129998207092285,1.8984971046447756,10119680000,5.357799975077311,5.37946662902832,0,0,,,,,,5.699695341596115,5.336549973487854,4.973404605379592,0.7451585726780854,0,0,37.71815128619761,0,0,,,,0,0,-1.4210854715202004e-14,24.074079960948822,,0.1119999885559082,2.1956477600711732
2000-02-15,5.313000202178955,5.313000202178955,5.313000202178955,5.313000202178955,1.934915542602539,33546240000,5.36779998143514,5.37156662940979,0,0,,,,,,5.69712099616147,5.334049987792969,4.970978979424467,0.7450059897116091,0,0,42.38791898904558,0,0,,,,0,0,8.09064222915872,9.178365167971764,,0.11300039291381836,2.1730845588201486
2000-02-16,5.73799991607666,5.73799991607666,5.73799991607666,5.73799991607666,2.089694738388061,73564160000,5.401999982198079,5.379699961344401,1,0,,,,,,5.7581025141981,5.354699993133545,4.95129747206899,0.827764507577661,0,0,57.10728193513973,0,0,,,,0,0,41.42397556249205,16.50487259721693,,0.4379997253417969,8.264145463758311
2000-02-17,5.688000202178955,5.688000202178955,5.688000202178955,5.688000202178955,2.07148551940918,21411840000,5.4353333155314125,5.386799971262614,0,0,,,,,,5.801465618266627,5.373449993133545,4.9454343680004635,0.8782695314814831,0,0,55.316695680929094,0,0,0.014510145693177101,-0.03429790719715579,0.04880805289033289,1,0,71.5827244631177,40.365780751589504,,0.23800039291381836,4.3669798393242365
2000-02-18,5.563000202178955,5.563000202178955,5.563000202178955,5.563000202178955,2.0259625911712646,22484480000,5.460333315531413,5.388899978001913,0,0,,,,,,5.819441742392597,5.391600012779236,4.963758283165875,0.8779127054039413,0,0,51.01052969171395,0,0,0.022031656710125525,-0.023031994415699523,0.04506365112582505,0,0,85.71432463976095,66.24034155512358,,-0.024999618530273438,-0.44738044617725903
2000-02-21,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,2.0212273597717285,18700800000,5.490266672770182,5.386799987157186,0,0,,,,,,5.830613447384307,5.410950016975403,4.991286586566499,0.8611311895226494,0,0,50.56962705860779,0,0,0.02663646748615278,-0.013098302035329062,0.03973476952148185,0,0,70.96923821624026,76.08876243970631,,-0.07499980926513672,-1.3333299424913236
2000-02-22,5.525000095367432,5.525000095367432,5.525000095367432,5.525000095367432,2.012122869491577,22474240000,5.511933358510335,5.388466660181681,0,0,,,,,,5.835390523111083,5.429050016403198,5.022709509695313,0.8337931269151779,0,0,49.68032378504192,0,0,0.027946366127676647,-0.0048893684027279186,0.032835734530404566,0,0,40.81048931561461,65.83135072387195,,-0.22499990463256836,-3.9130418196968386
2000-02-23,5.563000202178955,5.563000202178955,5.563000202178955,5.563000202178955,2.0259625911712646,20334080000,5.529466692606608,5.391133340199788,0,0,,,,,,5.844988132483081,5.445950031280518,5.046911930077954,0.8188089069819874,0,0,51.088317063793234,0,0,0.03168551043716583,0.002425607365250832,0.029259903071915,0,0,26.359224805645727,46.04631744583355,,-0.06199979782104492,-1.1022186279296853
2000-02-24,5.7129998207092285,5.7129998207092285,5.7129998207092285,5.7129998207092285,2.080589771270752,32931840000,5.5470000267028805,5.404066673914591,0,0,,,,,,5.868975333209832,5.472200012207031,5.07542469120423,0.814165779980971,0,0,56.287749410311726,0,0,0.046219732551720405,0.011184432402544745,0.03503530014917566,0,0,41.10431122916642,36.091341783475606,,0.25,4.576240311271773
2000-02-25,5.86299991607666,5.86299991607666,5.86299991607666,5.86299991607666,2.135217905044556,36958720000,5.565333366394043,5.419500001271566,0,0,,,,,,5.9149309458544135,5.505949997901917,5.09696904994942,0.8392111980290928,0,0,60.77789374357404,0,0,0.06904604258472258,0.022756754438980314,0.04628928814574226,0,0,74.43764456249976,47.30039353243732,,0.5749998092651367,10.873672421535584
2000-02-28,5.75,5.75,5.75,5.75,2.094064950942993,11596800000,5.573666699727377,5.433233340581258,0,0,,,,,,5.91545246546449,5.538400006294251,5.161347547124011,0.7736953214183145,0,0,56.102575262606116,0,0,0.07712881591403953,0.033631166733992156,0.04349764918004737,0,0,88.85601814427481,68.13265797864702,,0.5370001792907715,10.301173945133812
2000-02-29,5.775000095367432,5.775000095367432,5.775000095367432,5.775000095367432,2.1031699180603027,24322560000,5.575333372751872,5.44696667989095,0,0,,,,,,5.92373841838617,5.567150020599366,5.210561622812561,0.7317039534680425,0,0,56.89264452029204,0,0,0.08457682181772697,0.04382029775073912,0.04075652406698785,0,0,79.07825096288843,80.79063788988769,,0.46199989318847656,8.695649832631336
2000-03-01,5.875,5.875,5.875,5.875,2.139587640762329,23828480000,5.592000039418538,5.465300019582113,0,0,,,,,,5.954410196794763,5.595900011062622,5.237389825330482,0.7356473791264238,0,0,59.99428039313606,0,0,0.0974255160227262,0.054541341405136536,0.042884174617589664,0,0,79.07825096288843,82.33750669001724,,0.13700008392333984,2.3875929928038886
2000-03-02,5.8379998207092285,5.8379998207092285,5.8379998207092285,5.8379998207092285,2.126112461090088,24053760000,5.617000039418539,5.482800006866455,0,0,,,,,,5.982027707581241,5.615300011634827,5.2485723156884125,0.7525093543021824,0,0,58.32218091282277,0,0,0.10343031323680751,0.06431913577147073,0.03911117746533678,0,0,80.35551834107456,79.50400675561717,,0.14999961853027344,2.637124001381208
2000-03-03,6.038000106811523,6.038000106811523,6.038000106811523,6.038000106811523,2.1989500522613525,13217280000,5.6670000394185385,5.510733350118001,0,0,,,,,,6.047739307305875,5.637800025939941,5.2278607445740075,0.8411776567015644,0,0,64.14015915642884,0,0,0.12291067218777396,0.07603744305473138,0.04687322913304258,0,0,90.13328552246094,83.18901827547467,,0.47499990463256836,8.538556307197641
2000-03-06,6.038000106811523,6.038000106811523,6.038000106811523,6.038000106811523,2.1989500522613525,0,5.722000058492025,5.539900016784668,0,0,,,,,,6.103808062910859,5.658450031280518,5.213091999650177,0.9138553987599839,0,0,64.14015915642882,0,0,0.13677237025832856,0.08818442849545081,0.04858794176287774,0,0,90.13328552246094,86.87402979533216,,0.48799991607666016,8.792790978481847
2000-03-07,6.038000106811523,6.038000106811523,6.038000106811523,6.038000106811523,2.1989500522613525,0,5.770333385467529,5.569066683451335,0,0,,,,,,6.146822301985875,5.672850036621094,5.1988777712563135,0.9725705675060758,0,0,64.14015915642884,0,0,0.14607401552433785,0.09976234590122822,0.04631166962310963,0,0,100.0,93.42219034830731,,0.5130000114440918,9.285067920165812
2000-03-08,6.181000232696533,6.181000232696533,6.181000232696533,6.181000232696533,2.251028299331665,8337920000,5.799866739908854,5.600933361053467,0,0,,,,,,6.222898786790369,5.700650048255921,5.1784013097214725,1.0716318002802454,0,0,68.11494822859,0,0,0.1631043856406782,0.11243075384911821,0.05067363179155998,0,0,100.0,96.71109517415367,,0.6180000305175781,11.109113932361803
2000-03-09,6.39900016784668,6.39900016784668,6.39900016784668,6.39900016784668,2.33042049407959,21578240000,5.847266737620036,5.641300026575724,0,0,,,,,,6.339248874481389,5.747450065612793,5.155651256744197,1.2143455333779265,1,0,73.02390721987668,1,0,0.19197883699006546,0.12834037047730767,0.06363846651275779,0,0,100.0,100.00000000000001,,0.6860003471374512,12.007708185999721
2000-03-10,6.2129998207092285,6.2129998207092285,6.2129998207092285,6.2129998207092285,2.2626829147338867,14763520000,5.890600045522054,5.675466680526734,0,0,5.558400001525879,,,,,6.379189630580238,5.793700051307678,5.208210472035119,1.2013992674101799,0,0,63.97393189695209,0,0,0.19757584283984553,0.14218746494981524,0.05538837789003029,0,0,82.82545561496572,94.27515187165527,,0.34999990463256836,5.969638574833502
2000-03-13,6.2129998207092285,6.2129998207092285,6.2129998207092285,6.2129998207092285,2.2626829147338867,0,5.934800020853678,5.71253334681193,0,0,5.584070582670324,,,,,6.391895231145473,5.843700051307678,5.295504871469883,1.1248727744619842,0,0,63.973931896952095,0,0,0.19970938482654077,0.15369184892516036,0.04601753590138041,0,0,65.65091122993145,82.82545561496575,,0.4629998207092285,8.052170794943114
2000-03-14,5.813000202178955,5.813000202178955,5.813000202178955,5.813000202178955,2.1170084476470947,28421120000,5.9540000279744465,5.732966693242391,0,0,5.593048214807918,,,,,6.360510975720319,5.868700051307679,5.376889126895038,1.0091747235327504,0,0,48.86867591128768,0,0,0.16719627140257387,0.15639273342064305,0.010803537981930816,0,0,32.31757789659812,60.26464824716513,,0.03800010681152344,0.6580104966925626
2000-03-15,5.888000011444092,5.888000011444092,5.888000011444092,5.888000011444092,2.144322395324707,25216000000,5.975666681925456,5.7525666872660315,0,0,5.6046149519309045,,,,,6.364371109814312,5.8762000560760494,5.388029002337787,1.0017058665000642,0,0,51.19553389313055,0,0,0.1458005545428085,0.15427429764507614,-0.008473743102267645,0,1,20.42498995280351,39.464493026444394,,0.013000011444091797,0.22127679053773885
2000-03-16,5.925000190734863,5.925000190734863,5.925000190734863,5.925000190734863,2.157796621322632,23298560000,5.9898000399271645,5.7684000333150225,0,0,5.617179078942825,,,,,6.368822081925242,5.888050055503845,5.407278029082447,0.9865233827928827,0,0,52.34764809788799,0,0,0.13032756498592857,0.1494849511132466,-0.019157386127318043,0,0,13.599542285131335,22.11403671151102,,0.08700037002563477,1.4902427663155526
2000-03-17,5.86299991607666,5.86299991607666,5.86299991607666,5.86299991607666,2.135217905044556,18447360000,5.9898000399271645,5.777566703160604,0,0,5.626819111771603,,,,,6.360473000366393,5.90305004119873,5.445627082031067,0.9386121077054703,0,0,50.20875118902364,0,0,0.11177374709841992,0.14194271031028127,-0.030168963211861355,0,0,17.76618908356413,17.263573773833023,,-0.17500019073486328,-2.8983138065440617
2000-03-20,5.688000202178955,5.688000202178955,5.688000202178955,5.688000202178955,2.07148551940918,16012800000,5.9856667200724285,5.779666709899902,0,0,5.62921837021895,,,,,6.349683791683369,5.909950041770935,5.470216291858502,0.9023146161828217,0,0,44.661766309657565,0,0,0.08200341405968903,0.12995485106016283,-0.0479514370004738,0,0,13.499988079059671,14.95523981591841,,-0.34999990463256836,-5.79661971581833
2000-03-21,5.800000190734863,5.800000190734863,5.800000190734863,5.800000190734863,2.112273931503296,25492480000,5.9873333930969235,5.781333382924398,0,0,5.635915696513692,,,,,6.330381767285289,5.923700046539307,5.517018325793325,0.8344932833482319,0,0,48.57735693932717,0,0,0.06667903923825236,0.11729968869578074,-0.05062064945752838,0,0,19.919107271581357,17.06176147806842,,-0.23799991607666016,-3.941701090865668
2000-03-22,5.814000129699707,5.814000129699707,5.814000129699707,5.814000129699707,2.117372274398804,25113600000,5.983266735076905,5.7876333872477215,0,0,5.642899399775889,,,,,6.311944002354885,5.936250042915344,5.560556083475804,0.7709077387882666,0,0,49.06253611584873,0,0,0.05502969182562456,0.10484568932174951,-0.04981599749612495,0,0,33.47397012222725,22.29768849095613,,-0.36700010299682617,-5.937552000976353
2000-03-23,5.813000202178955,5.813000202178955,5.813000202178955,5.813000202178955,2.1170084476470947,26447360000,5.981600093841553,5.799300066630045,0,0,5.64957001947797,,,,,6.307468470458064,5.94125006198883,5.575031653519597,0.7514643184489621,0,0,49.026955804155804,0,0,0.04519582494141883,0.09291571644568337,-0.04771989150426455,0,0,57.283532857297,36.89220341703524,6.004073886769025,-0.5859999656677246,-9.157680110905808
2000-03-24,5.813000202178955,5.813000202178955,5.813000202178955,5.813000202178955,2.1170084476470947,15249920000,5.966600100199382,5.81680006980896,0,0,5.6559790462505575,,,,,6.307743180875894,5.938750076293945,5.569756971711996,0.7571578747395122,0,0,49.02695580415581,0,0,0.03697617624363492,0.08172780840527369,-0.04475163216163877,0,0,74.59987447516887,55.119125818231076,5.992177154667703,-0.39999961853027344,-6.438107678628779
2000-03-27,6.25,6.25,6.25,6.25,2.2761571407318115,22727680000,5.9807334264119465,5.851366742451986,0,0,5.679273985613281,,,,,6.345726379184884,5.9637500762939455,5.581773773403007,0.7837988355512336,0,0,62.72732794438999,0,0,0.06497528234655192,0.07837730319352934,-0.01340202084697742,0,0,90.21169815942353,74.03170183062984,6.035588305792945,0.037000179290771484,0.5955284139465444
2000-03-28,5.98799991607666,5.98799991607666,5.98799991607666,5.98799991607666,2.18074107170105,16906240000,5.977400080362956,5.873866732915243,0,0,5.691380884847139,,,,,6.3464813845436945,5.974400067329407,5.60231875011512,0.7634947533544559,0,0,53.45142932158209,0,0,0.0652711532840522,0.07575607321163391,-0.010484919927581715,0,0,79.75070864035094,81.52076042498116,6.041755230665324,0.17499971389770508,3.0104886944973375
2000-03-29,5.9629998207092285,5.9629998207092285,5.9629998207092285,5.9629998207092285,2.17163610458374,21788160000,5.962866719563802,5.881366729736328,0,0,5.702032607822123,,,,,6.348146759153002,5.978800058364868,5.609453357576735,0.7578834388454027,0,0,52.65134893097439,0,0,0.06276482059000177,0.07315782268730749,-0.010393002097305717,0,0,58.12353034246092,76.02864571407851,6.043806584583352,0.07499980926513672,1.273773932054434
2000-03-30,5.824999809265137,5.824999809265137,5.824999809265137,5.824999809265137,2.121377944946289,16432640000,5.9246000289917,5.885933383305868,0,0,5.706854851015967,,,,,6.3485299402376745,5.978150057792663,5.607770175347652,0.7600034828727872,0,0,48.34919731093036,0,0,0.04907735308670169,0.06834172876718633,-0.01926437568048464,0,0,25.705499269831417,54.526579417547815,6.028033390219433,-0.10000038146972656,-1.687770097055874
2000-03-31,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,2.1486928462982178,20659200000,5.90373338063558,5.897166713078817,0,0,5.714429174323867,,,,,6.34205444627254,5.971250057220459,5.600445668168378,0.7608745520511522,0,0,50.70659839807752,0,0,0.043777196491572745,0.06342882231206362,-0.019651625820490876,0,0,18.239298794468628,34.022776135587044,6.022749980800498,0.037000179290771484,0.6310793078695864
2000-04-03,5.849999904632568,5.849999904632568,5.849999904632568,5.849999904632568,2.130482912063598,18083840000,5.879533386230468,5.907166703542074,0,1,5.719745673551659,,,,,6.334934032638268,5.961850047111511,5.588766061584755,0.7655521853201658,0,0,49.097763284596354,0,0,0.03513714751663599,0.057770487352978094,-0.022633339836342102,0,0,11.910165591367738,18.61832121855598,6.011371864514087,0.16199970245361328,2.84809593346278
2000-04-04,5.818999767303467,5.818999767303467,5.818999767303467,5.818999767303467,2.11919379234314,33208320000,5.8799333572387695,5.916966692606608,0,0,5.723637990953691,,,,,6.327242325047576,5.950900030136109,5.574557735224641,0.7722380951064848,0,0,48.079216273126875,0,0,0.025494509615242578,0.05131529180543099,-0.025820782190188414,0,0,10.994863330663904,13.714775905500142,5.996871864393494,0.018999576568603516,0.32757889558270303
2000-04-05,6.063000202178955,6.063000202178955,6.063000202178955,6.063000202178955,2.2080540657043457,40258560000,5.891600036621094,5.933633359273275,0,0,5.736946312962525,,,,,6.310264798247256,5.945000028610229,5.579735258973202,0.7495074928538571,0,0,55.84386920571679,0,0,0.03711362276387398,0.04847495799711959,-0.01136133523324561,0,0,38.44582392336287,20.450284281798222,6.013910432234575,0.24900007247924805,4.282766888966494
2000-04-06,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,2.239738702774048,24975360000,5.906600030263265,5.948200035095215,0,0,5.7531445005078155,,,,,6.248746359193009,5.932550024986267,5.616353690779525,0.6488211878095586,0,0,58.241793401740324,0,0,0.05273413169292063,0.049326792736279795,0.003407338956640832,1,0,66.66666666666667,38.70245130689787,6.039889393542322,0.33699989318847656,5.797348726431406
2000-04-07,6.188000202178955,6.188000202178955,6.188000202178955,6.188000202178955,2.253578424453736,19161600000,5.928266716003418,5.959033377965292,0,0,5.770197665279233,,,,,6.2432205675554755,5.931300044059753,5.619379520564031,0.6400474093553659,0,0,59.28191138050267,0,0,0.06740281095058087,0.05294199637914001,0.014460814571440862,0,0,100.0,68.37083019667658,6.067827751590707,0.375,6.451057749136746
2000-04-10,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,2.203320264816284,13194240000,5.9524000485738116,5.9690333843231205,0,0,5.781170313336316,,,,,6.212935701120632,5.923150062561035,5.633364424001439,0.5946275838146451,0,0,54.019659902117866,0,0,0.06711869480134958,0.05577733606358192,0.011341358737767655,0,0,87.53388899657557,84.73351855441415,6.075545595032698,-0.19999980926513672,-3.1999969482421897
2000-04-11,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,2.1486928462982178,21875200000,5.959066708882649,5.973200050989787,0,0,5.785830304788517,,,,,6.213123257169373,5.927500057220459,5.641876857271544,0.5860864400016229,0,0,48.93495566516412,0,0,0.05416539169442114,0.05545494718974976,-0.0012895554953286231,0,1,54.200555663242234,80.57814821993932,6.063462882518058,-0.08799982070922852,-1.4696029048525072
2000-04-12,6.037000179290772,6.037000179290772,6.037000179290772,6.037000179290772,2.1985857486724854,45626880000,5.973933378855388,5.978600056966146,0,0,5.795680103788605,,,,,6.223817866643346,5.934950065612793,5.64608226458224,0.5927442209436738,0,0,53.26206028981161,0,0,0.054328304596616306,0.05522961867112307,-0.0009013140745067622,0,0,36.72370764399225,59.48605076793674,6.069315741724496,0.07400035858154386,1.2409921315869266
2000-04-13,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,2.1486928462982178,40263680000,5.9797333717346195,5.980666732788086,0,0,5.79977108385052,,,,,6.222945383203498,5.933700060844421,5.644454738485344,0.5935188783645285,0,0,48.80806309130784,0,0,0.04290803530847853,0.05276530199859416,-0.009857266690115628,0,0,15.856485314083356,35.59358287377267,6.057196056263599,0.07500028610229492,1.287558601856098
2000-04-14,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,2.1486928462982178,0,5.985533364613851,5.976066732406617,1,0,5.803701633321771,,,,,6.223433035290627,5.93555006980896,5.647667104327292,0.5907233810364748,0,0,48.80806309130784,0,0,0.033471550421094065,0.04890655168309414,-0.015435001262000078,0,0,15.856485314083356,22.812226090719705,6.04593545343717,0.0,0.0
2000-04-17,5.25,5.25,5.25,5.25,1.9119716882705688,66396160000,5.918866697947184,5.949800062179565,0,1,5.781987843779741,,,,,6.317008154069885,5.913650059700013,5.51029196533014,0.827673345923634,0,1,33.426879223656485,0,0,-0.026155008598857776,0.03389423962670376,-0.060049248225561534,0,0,4.736951571734001e-15,10.570990209388956,5.954308065452365,-0.5999999046325684,-10.256408793399007
2000-04-18,5.413000106811523,5.413000106811523,5.413000106811523,5.413000106811523,1.9713338613510127,50900480000,5.880533377329509,5.928966728846232,0,0,5.767517736447655,,,,,6.351188311170818,5.894300055503845,5.437411799836873,0.9375149192725555,0,1,38.64824737804275,0,0,-0.05957005334349752,0.0152013810326635,-0.07477143437616102,0,0,6.903857250215442,7.586780854766317,5.891544430967818,-0.40599966049194336,-6.977138283682804
2000-04-19,5.0879998207092285,5.0879998207092285,5.0879998207092285,5.0879998207092285,1.8529741764068604,38799360000,5.822200043996175,5.892533381779988,0,0,5.740869975046148,,,,,6.434377097013578,5.858000040054321,5.2816229830950645,1.1827007661575113,0,1,33.07766301094199,0,0,-0.11099701944682039,-0.010038299063233277,-0.10095872038358711,0,0,6.903857250215442,4.6025715001436796,5.794043465067295,-0.9750003814697266,-16.081153702078478
2000-04-20,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,1.857344388961792,17896960000,5.77386671702067,5.849233373006185,0,0,5.715737815422086,,,,,6.486906013430904,5.822350025177002,5.1577940369231,1.3636401153941278,0,1,33.45903192492952,0,0,-0.14906660705586017,-0.03784396066175866,-0.11122264639410151,0,0,7.396471366156518,7.068061955529184,5.707277100000727,-1.0500001907348633,-17.07317356833522
