date,open,high,low,close,adj_close,volume,mms_15,mms_30,mms_compra,mms_venda,mme_50,mme_200,mme_200_adj_120,mme_200_adj_80,prox_mme_adj,bb_upper,bb_central,bb_lower,bb_band_dist,bb_sobrecomprada,bb_sobrevendida,ifr,ifr_sobrecomprada,ifr_sobrevendida,macd,macd_sinal,macd_hist,macd_alta,macd_baixa,%k,%D,dema,momentum,roc
2008-03-19,21.490459442138672,21.6692008972168,19.9940242767334,20.13951110839844,11.610350608825684,0.0,21.62070477803548,20.93331495920817,0,0,20.778746096549646,,,,,22.968152201675863,21.57026948928833,20.172386776900794,2.868394803327328,0,1,42.3723174683459,0,0,0.03812302222239339,0.1990233454635166,-0.16090032324112322,0,0,31.330339708535377,44.3448862070457,,-2.4857444763183594,-10.986591806712942
2008-03-20,20.085474014282227,20.447111129760746,19.890106201171875,20.22264671325684,11.658275604248049,0.0,21.463579177856445,20.990262603759767,0,0,20.756938277596987,,,,,22.98758174052656,21.5627872467041,20.13799275288164,2.9236166136639086,0,0,43.057031291075205,0,0,-0.04571921466457596,0.1500748334378981,-0.19579404810247406,0,0,27.513605340999145,35.743404200233904,,-1.392517089843743,-6.4423156934114605
2008-03-24,20.305782318115234,20.779653549194336,20.25590133666992,20.326566696166992,11.71819019317627,0.0,21.355503463745116,21.05524667104085,0,0,20.740060960678164,,,,,23.031070393786752,21.53576831817627,20.04046624256579,3.068295118808709,0,0,43.95347560199932,0,0,-0.1025966470399986,0.09954053734231877,-0.20213718438231737,0,0,15.736512422616983,24.860152490717184,,-0.9144878387451172,-4.305284548100241
2008-03-25,20.40970230102539,21.261838912963867,20.40970230102539,21.116350173950195,12.173500061035156,0.0,21.264608891805015,21.121754837036132,0,0,20.75481740041432,,,,,23.02981590524547,21.526623344421388,20.023430783597306,3.0844860528420477,0,0,50.35067932909508,0,0,-0.08298687478117373,0.06303505491762026,-0.146021929698794,0,0,36.330615379347655,26.526911047654608,,0.2577190399169922,1.2355510688162763
2008-03-26,21.30340576171875,21.411481857299805,20.49283790588379,20.74224281311035,11.957831382751465,0.0,21.17981096903483,21.155008951822918,0,0,20.754324279343578,,,,,22.970034895599387,21.45699758529663,19.943960274993874,3.1046870525354677,0,0,47.580285977704065,0,0,-0.0965206959584215,0.03112390474241191,-0.12764460070083342,0,0,47.118366535943075,33.061831445969254,,-1.101541519165039,-5.042814479437297
2008-03-27,20.866945266723636,20.987491607666016,20.102100372314453,20.326566696166992,11.71819019317627,0.0,21.02656504313151,21.15639451344808,0,1,20.737549472160183,,,,,22.873721775521815,21.35224723815918,19.830772700796544,3.1219998771657234,0,0,44.641179847255295,0,0,-0.1391835145177467,-0.002937579109619809,-0.13624593540812688,0,0,48.50363728304359,43.98420639944479,,-1.2470283508300781,-5.780345594294712
2008-03-28,20.355663299560547,20.43048477172852,19.640701293945312,19.96908569335937,11.51210117340088,0.0,20.916826502482095,21.162352561950684,0,0,20.707413637697407,,,,,22.747543705134586,21.22172498703003,19.695906268925473,3.1309139479632435,0,0,42.225467254840154,0,0,-0.19953966586919236,-0.042257996461534324,-0.15728166940765803,0,0,31.71011955293359,42.444041123973435,20.979448422812695,-1.7666225433349645,-8.12774317771041
2008-03-31,19.9898681640625,20.301626205444336,19.6739559173584,20.28499984741211,11.69423484802246,0.0,20.85308952331543,21.1748228708903,0,0,20.690848391019554,,,,,22.67825187283129,21.13858985900879,19.59892784518629,3.1593197914194953,0,0,45.05514779689981,0,0,-0.21935216343242203,-0.07767682985571187,-0.14167533357671017,0,0,27.872719150470534,36.02882532881592,20.895910490401306,-1.201303482055664,-5.591019840104905
2008-04-01,20.451269149780277,20.792123794555664,20.43048477172852,20.70067405700684,11.933870315551758,0.0,20.84255905151367,21.185907554626464,0,0,20.69123371125435,,,,,22.470025641703895,21.049635124206542,19.62924460670919,2.914579844918655,0,0,48.6209382250883,0,0,-0.19921583952218214,-0.10198463178900592,-0.09723120773317621,0,0,38.262894868836874,32.615244524080346,20.872166329549515,-0.08313560485839488,-0.400001762001001
2008-04-02,20.866945266723636,21.57359504699707,20.70067405700684,21.116350173950195,12.17625904083252,0.0,20.79406344095866,21.221932792663573,0,0,20.70790494508556,,,,,22.355392364931202,21.004742050170897,19.654091735410592,2.7714759683619876,0,0,51.977251524354315,0,0,-0.14800990303266914,-0.11118968603773857,-0.03682021699493057,0,0,57.5293654213096,41.22165981353902,20.902578739192258,-0.2701911926269531,-1.2633702102444966
2008-04-03,21.03321647644043,21.29509162902832,20.833690643310547,21.19532966613769,12.221799850463867,0.0,20.768845748901366,21.246873410542808,0,0,20.72701964002878,,,,,22.067203996937923,20.933245754241945,19.799287511545966,2.326833218349382,0,0,52.61068455712537,0,0,-0.09990421093011648,-0.10893259101621415,0.009028380086097673,1,0,72.21106445668069,56.00110824894241,20.93994550434427,1.0558185577392507,5.242523277037048
2008-04-04,21.30340576171875,21.30340576171875,20.991647720336918,21.17870330810547,12.212215423583984,0.0,20.731712086995444,21.27375380198161,0,0,20.744732725051396,,,,,22.008238008205605,20.911422729492188,19.81460745077877,2.250617464392566,0,0,52.45382955582881,0,0,-0.06240237575342178,-0.09962654796365568,0.0372241722102339,0,0,78.66213339162023,69.4675210898702,20.97163314552652,0.9560565948486293,4.72765315245256
2008-04-07,21.38030433654785,21.84794044494629,21.38030433654785,21.598535537719727,12.454297065734863,0.0,20.73919423421224,21.298140144348146,0,0,20.77821518829329,,,,,22.058198549390493,20.92929677963257,19.800395009874645,2.3164575548047477,0,0,56.01955095591854,0,0,0.001181432240322522,-0.07946495192286004,0.08064638416318257,0,0,80.68237434066556,77.18519072965552,21.052650267730794,1.2719688415527344,6.257666927059513
2008-04-08,21.685827255249023,21.94146728515625,21.38654136657715,21.57983016967773,12.443504333496094,0.0,20.792262268066406,21.307492828369142,0,0,20.80965106991621,,,,,22.12848094528533,20.965356731414794,19.802232517544258,2.386680528434361,0,0,55.81869408072454,0,0,0.04949217629770786,-0.05367352627874646,0.10316570257645433,0,0,77.49046143647227,78.94498972291939,21.123487204971905,0.4634799957275355,2.1948868621211703
2008-04-09,21.51124382019043,21.760648727416992,20.90019989013672,21.137134552001957,12.188234329223633,0.0,20.775635147094725,21.274238713582356,0,0,20.822493559409768,,,,,22.02521322687382,20.930024242401124,19.83483525792843,2.247280379022494,0,0,51.1448656178276,0,0,0.051463710815284,-0.032646078859940364,0.08410978967522437,0,0,60.21708818160113,72.79664131957969,21.132098819912077,0.3948917388916051,1.9038044364325435
2008-04-10,21.19325065612793,21.61100578308105,20.78796768188477,21.41771507263184,12.350031852722168,0.0,20.860848744710285,21.240776761372885,0,0,20.845835579536125,,,,,22.00108506205237,20.92223024368286,19.843375425313354,2.2137633773797645,0,0,53.78607556696948,0,0,0.07480437100533521,-0.011155988886885248,0.08596035989222046,0,0,50.94700717940314,62.88485226582555,21.1746921326786,1.0911483764648473,5.368089912944352
2008-04-11,21.19325065612793,21.324188232421875,20.85655212402344,21.012432098388672,12.116333961486816,0.0,20.913501103719074,21.18854014078776,0,0,20.85236877635387,,,,,21.899957171162736,20.886066436767578,19.87217570237242,2.0804598897383255,0,0,49.6137313598581,0,0,0.05990847581853842,0.003056904054199488,0.05685157176433893,0,0,33.815362619451875,48.32648599348542,21.162370708003554,1.0433464050293004,5.22480809111987
2008-04-14,20.82537841796875,20.98125648498535,20.420093536376957,20.58220672607422,11.868257522583008,0.0,20.930543772379558,21.143023618062337,0,0,20.841774186146825,,,,,21.823821317824383,20.8408616065979,19.85790189537142,2.0169907693806026,0,0,45.57231406022725,0,0,0.013235212273105645,0.0050925656979807195,0.008142646575124927,0,0,28.23654752999519,37.666305776283444,21.09724155371853,0.2972068786621094,1.4651559324513785
