date,open,high,low,close,adj_close,volume
2008-01-02,23.535587310791016,23.63534927368164,21.98927116394043,22.030839920043945,12.691261291503906,0.0
2008-01-03,22.11397361755371,22.317655563354492,21.490459442138672,21.57775115966797,12.432503700256348,0.0
2008-01-04,21.78143310546875,21.968486785888672,21.137134552001953,21.324188232421875,12.286393165588379,5694095.0
2008-01-07,21.42810821533203,21.993427276611328,21.415637969970703,21.71908187866211,12.513928413391113,0.0
2008-01-08,22.11397361755371,22.525493621826172,21.931076049804688,22.05162239074707,12.705531120300293,0.0
2008-01-09,21.98927116394043,22.018367767333984,21.349130630493164,21.860410690307617,12.595358848571777,0.0
2008-01-10,21.947702407836914,22.446514129638672,21.823001861572266,22.155542373657227,12.765403747558594,0.0
2008-01-11,22.005897521972656,22.25946044921875,21.739864349365234,21.798059463500977,12.55943775177002,0.0
2008-01-14,21.823001861572266,22.238676071166992,21.70661163330078,22.018367767333984,12.686370849609375,0.0
2008-01-15,21.818843841552734,21.823001861572266,20.991647720336914,21.074783325195312,12.142704963684082,0.0
2008-01-16,20.659107208251953,20.866945266723633,20.12288475036621,20.700674057006836,11.927160263061523,0.0
2008-01-17,20.704832077026367,20.95008087158203,19.78618621826172,19.83606719970703,11.428999900817871,0.0
2008-01-18,20.118728637695312,20.783809661865234,19.495214462280273,19.9067325592041,11.469710350036621,0.0
2008-01-21,18.709585189819336,19.453645706176758,18.709585189819336,19.204240798950195,11.064959526062012,0.0
2008-01-22,19.129419326782227,20.156139373779297,18.705429077148438,19.204240798950195,11.064959526062012,0.0
2008-01-23,18.996402740478516,19.0338134765625,18.065288543701172,18.767780303955078,10.813478469848633,0.0
2008-01-24,19.744619369506836,20.372291564941406,19.208396911621094,20.20602035522461,11.6421480178833,0.0
2008-01-28,19.931673049926758,20.47205352783203,19.869321823120117,20.40970230102539,11.759500503540039,0.0
2008-01-29,20.49283790588379,20.654949188232422,19.71136474609375,19.952457427978516,11.496057510375977,0.0
2008-01-30,19.78618621826172,19.948301315307617,19.283218383789062,19.948301315307617,11.493661880493164,0.0
2008-01-31,19.536781311035156,19.71552276611328,19.0379695892334,19.424549102783203,11.191884994506836,0.0
2008-02-01,19.549251556396484,19.698894500732422,18.597352981567383,19.358041763305664,11.153566360473633,0.0
2008-02-06,18.397829055786133,18.83013153076172,18.248184204101562,18.83013153076172,10.851642608642578,0.0
2008-02-07,18.501747131347656,18.788564682006836,18.12348175048828,18.514217376708984,10.669575691223145,0.0
2008-02-08,18.61397933959961,18.83013153076172,18.372888565063477,18.377044677734375,10.590524673461914,0.0
2008-02-11,18.572412490844727,19.17930030822754,18.5599422454834,19.121105194091797,11.019315719604492,0.0
2008-02-12,19.37051010131836,20.19770622253418,19.37051010131836,19.744619369506836,11.37864875793457,0.0
2008-02-13,19.78618621826172,20.438798904418945,19.78618621826172,20.28499984741211,11.69007682800293,0.0
2008-02-14,20.49283790588379,20.534404754638672,19.694738388061523,19.79034423828125,11.40500545501709,0.0
2008-02-15,19.640701293945312,19.952457427978516,19.358041763305664,19.910890579223633,11.474459648132324,0.0
2008-02-18,20.210176467895508,20.49283790588379,20.160295486450195,20.368133544921875,11.737968444824219,3344189.0
2008-02-19,20.47205352783203,20.530248641967773,19.960771560668945,20.035593032836914,11.546332359313965,0.0
2008-02-20,19.765403747558594,20.49283790588379,19.736305236816406,20.447111129760742,11.783488273620605,0.0
2008-02-21,20.69236183166504,20.783809661865234,20.289154052734375,20.372291564941406,11.740367889404297,0.0
2008-02-22,20.700674057006836,20.866945266723633,20.318252563476562,20.866945266723633,12.025431632995605,0.0
2008-02-25,20.966707229614258,21.36575698852539,20.74224281311035,21.29924964904785,12.274565696716309,0.0
2008-02-26,21.15791893005371,22.19710922241211,20.999961853027344,22.13475799560547,12.756058692932129,13730398.0
2008-02-27,21.939390182495117,22.695920944213867,21.69829750061035,22.421573638916016,12.921353340148926,0.0
2008-02-28,22.32181167602539,22.592002868652344,22.030839920043945,22.579530715942383,13.012382507324219,0.0
2008-02-29,22.32181167602539,22.40494728088379,21.82715606689453,21.947702407836914,12.64826488494873,0.0
2008-03-03,21.78143310546875,22.592002868652344,21.78143310546875,22.479768753051758,12.954886436462402,0.0
2008-03-04,22.425731658935547,22.641883850097656,21.806373596191406,22.014211654663086,12.691110610961914,0.0
2008-03-05,22.238676071166992,22.650196075439453,22.080720901489258,22.625255584716797,13.043370246887207,0.0
2008-03-06,22.40494728088379,22.554590225219727,21.615163803100586,21.615163803100586,12.461067199707031,0.0
2008-03-07,21.477989196777344,21.57359504699707,20.908512115478516,21.24105453491211,12.245389938354492,0.0
2008-03-10,21.199485778808594,21.30340576171875,20.596755981445312,20.858631134033203,12.02492618560791,0.0
2008-03-11,21.407323837280273,21.9768009185791,21.191173553466797,21.84378433227539,12.592866897583008,0.0
2008-03-12,21.90613555908203,22.12228775024414,21.36991310119629,21.57359504699707,12.437098503112793,0.0
2008-03-13,21.236896514892578,21.9851131439209,20.970863342285156,21.735708236694336,12.530552864074707,0.0
2008-03-14,21.98927116394043,22.030839920043945,20.95423698425293,21.486303329467773,12.386770248413086,0.0
2008-03-17,20.779653549194336,20.987491607666016,20.289154052734375,20.783809661865234,11.981788635253906,0.0
2008-03-18,21.116350173950195,21.4239501953125,20.970863342285156,21.38654136657715,12.329261779785156,0.0
2008-03-19,21.490459442138672,21.669200897216797,19.9940242767334,20.139511108398438,11.610350608825684,0.0
2008-03-20,20.085474014282227,20.447111129760742,19.890106201171875,20.222646713256836,11.658275604248047,0.0
2008-03-24,20.305782318115234,20.779653549194336,20.255901336669922,20.326566696166992,11.71819019317627,0.0
2008-03-25,20.40970230102539,21.261838912963867,20.40970230102539,21.116350173950195,12.173500061035156,0.0
2008-03-26,21.30340576171875,21.411481857299805,20.49283790588379,20.74224281311035,11.957831382751465,0.0
2008-03-27,20.866945266723633,20.987491607666016,20.102100372314453,20.326566696166992,11.71819019317627,0.0
2008-03-28,20.355663299560547,20.430484771728516,19.640701293945312,19.969085693359375,11.512101173400879,0.0
2008-03-31,19.9898681640625,20.301626205444336,19.6739559173584,20.28499984741211,11.694234848022461,0.0
2008-04-01,20.451269149780273,20.792123794555664,20.430484771728516,20.700674057006836,11.933870315551758,0.0
2008-04-02,20.866945266723633,21.57359504699707,20.700674057006836,21.116350173950195,12.17625904083252,0.0
2008-04-03,21.03321647644043,21.29509162902832,20.833690643310547,21.195329666137695,12.221799850463867,0.0
2008-04-04,21.30340576171875,21.30340576171875,20.991647720336914,21.17870330810547,12.212215423583984,0.0
2008-04-07,21.38030433654785,21.84794044494629,21.38030433654785,21.598535537719727,12.454297065734863,0.0
